parameter,median,hpd_min,hpd_max
n_sr__353,63.943086042499814,49.81761374448588,78.60912493027237
n_sr__352,50.26084490631443,39.15787480682557,61.78871369635659
n_sr__351,80.97788430569045,63.089306629731134,99.55103855550955
n_sr__350,92.47777071537672,72.04878817371599,113.68854838514349
n_sr__349,57.67246573621836,44.932217062989615,70.90026998512387
n_sr__348,74.53814727979952,58.07215228784232,91.63427814063218
n_sr__347,39.5139321287358,30.78502978424959,48.576880151351915
n_sr__346,47.16314569649096,36.74447889050998,57.98052364404081
n_sr__345,65.15737545387967,50.76365818203356,80.10192476131621
n_sr__344,57.08524321650674,44.474716080794074,70.17836162456713
n_sr__343,58.70434700403031,45.736148584152964,72.16882439053252
n_sr__342,72.84985940495321,56.75681894308177,89.55876316808535
n_sr__341,68.26716974322404,53.186477290707764,83.92498403055514
n_sr__340,359.2960871122366,279.9250833118344,441.704533622157
n_sr__339,295.04462014897734,229.86721213613296,362.7162972691112
n_sr__338,355.8499842876039,277.24024856164374,437.46802981494216
n_sr__337,260.2874271682363,202.7881247488546,319.9871658750981
n_sr__336,260.2874271682363,202.7881247488546,319.9871658750981
n_sr__335,198.517416464881,154.66353889187505,244.0495346338255
n_sr__334,345.8320544283897,269.43534906220486,425.15237931095703
n_sr__333,345.8320544283897,269.43534906220486,425.15237931095703
n_sr__332,345.8320544283897,269.43534906220486,425.15237931095703
n_sr__331,261.6506303813774,203.85018689396864,321.6630345001429
n_sr__330,279.09995107548576,217.44483132300013,343.1145457625155
n_sr__329,226.85041286633606,176.73757939116305,278.8810104292009
n_sr__328,226.85041286633606,176.73757939116305,278.8810104292009
n_sr__327,200.44137592060503,156.16248232669153,246.4147750151744
n_sr__326,600.711208088967,468.0099255245408,738.4908256116187
n_sr__325,428.612446732507,333.92897714081465,526.9193505842271
n_sr__324,428.612446732507,333.92897714081465,526.9193505842271
n_sr__323,378.7188386113306,295.05721395992174,465.5821034045588
n_sr__322,378.7188386113306,295.05721395992174,465.5821034045588
n_sr__321,301.9551963795881,235.25119402871127,371.21188895655644
n_sr__320,272.0471285548284,211.9500263348738,334.4440820587634
n_sr__319,316.5728314386862,246.6396918679928,389.18223683407416
n_sr__318,293.2637208838614,228.47972590113304,360.52692948153395
n_sr__317,293.2637208838614,228.47972590113304,360.52692948153395
n_sr__316,385.9015488973479,300.65321360294064,474.41224603852874
n_sr__315,385.9015488973479,300.65321360294064,474.41224603852874
n_sr__314,439.0538627939122,342.06381179591443,539.7556184345842
n_sr__313,296.42348597535187,230.9414769143162,364.41142089726264
n_sr__312,296.42348597535187,230.9414769143162,364.41142089726264
n_sr__311,272.0471285548284,211.9500263348738,334.4440820587634
n_sr__310,316.5728314386862,246.6396918679928,389.18223683407416
n_sr__309,316.5728314386862,246.6396918679928,389.18223683407416
n_sr__308,293.2637208838614,228.47972590113304,360.52692948153395
n_sr__307,293.2637208838614,228.47972590113304,360.52692948153395
n_sr__306,340.37832848691653,265.1863891005287,418.4477822950453
n_sr__305,219.9493664086344,171.36102207839852,270.39713427122945
n_sr__304,294.39302890847716,229.35956193112176,361.91525652494227
n_sr__303,310.8888784898288,242.2113636456138,382.1946077547152
n_sr__302,294.39302890847716,229.35956193112176,361.91525652494227
n_sr__301,411.32833221592944,320.4630436960319,505.6709373243522
n_sr__300,302.52304013803155,235.69359715274177,371.90997382719735
n_sr__299,341.5176551257093,266.07403056316406,419.848425830231
n_sr__298,213.4834185207069,166.32344703613904,262.44815124940754
n_sr__297,248.60388997856137,193.68556215908995,305.6238829712952
n_sr__296,302.52304013803155,235.69359715274177,371.90997382719735
n_sr__295,302.52304013803155,235.69359715274177,371.90997382719735
n_sr__294,302.52304013803155,235.69359715274177,371.90997382719735
n_sr__293,252.00049432774358,196.3318329912161,309.79953529195586
n_sr__292,420.86942657765303,327.8964439747754,517.4003849483494
n_sr__291,420.86942657765303,327.8964439747754,517.4003849483494
n_sr__290,399.4365871283786,311.19826778068517,491.0516917877054
n_sr__289,411.32833221592944,320.4630436960319,505.6709373243522
n_sr__288,399.4365871283786,311.19826778068517,491.0516917877054
n_sr__287,217.72335434990805,169.62675156073084,267.660562253038
n_sr__286,394.53290542691707,307.37784346198794,485.0232976117928
n_sr__285,375.47091355313194,292.52677812964555,461.58923157953615
n_sr__284,378.8196536742112,295.1357582744529,465.7060414933081
n_sr__283,237.76844388172913,185.24374144304866,292.3032100320036
n_sr__282,324.88856448462866,253.11842166545165,399.4052732615123
n_sr__281,288.0977787415695,224.45497629646107,354.17612259404547
n_sr__280,304.02573345029884,236.8643350642213,373.7573261154086
n_sr__279,282.7882851692995,220.31838677079483,347.6488392023486
n_sr__278,222.4547700202868,173.31296461236352,273.47717931907454
n_sr__277,222.4547700202868,173.31296461236352,273.47717931907454
n_sr__276,344.23816063649707,268.1935574911589,423.1929087259872
n_sr__275,372.0967987727364,289.8980287641928,457.44122705368477
n_sr__274,372.0967987727364,289.8980287641928,457.44122705368477
n_sr__273,307.6649507085125,239.6996239269055,378.2312372417684
n_sr__272,307.6649507085125,239.6996239269055,378.2312372417684
n_sr__271,287.72763378473655,224.16659893418117,353.72108088500664
n_sr__270,299.8035367147097,233.57485094412414,368.5667228585136
n_sr__269,417.67709556008754,325.40932107501544,513.475858258915
n_sr__268,421.2123626366232,328.16362307391165,517.8219771042982
n_sr__267,299.8035367147097,233.57485094412414,368.5667228585136
n_sr__266,299.8035367147097,233.57485094412414,368.5667228585136
n_sr__265,417.67709556008754,325.40932107501544,513.475858258915
n_sr__264,287.72763378473655,224.16659893418117,353.72108088500664
n_sr__263,267.8684080207628,208.694414221097,329.3069267407868
n_sr__262,223.1465823048756,173.85195075317048,274.3276662391364
n_sr__261,397.18652283613255,309.44525833511545,488.2855508959011
n_sr__260,386.28721457097515,300.95368304776065,474.88636830875095
n_sr__259,309.13678406137245,240.84631905857765,380.0406515048618
n_sr__258,309.13678406137245,240.84631905857765,380.0406515048618
n_sr__257,127.37146314101656,99.23422132944518,156.58548684917866
n_sr__256,397.18652283613255,309.44525833511545,488.2855508959011
n_sr__255,244.8937304177109,190.79500264167766,301.06275815732715
n_sr__254,267.62131633820445,208.50190680922472,329.00316190637534
n_sr__253,189.73748855187415,147.82315810099658,233.25583522223295
n_sr__252,468.0886011292554,364.6845745567384,575.4497882718637
n_sr__251,206.23629952275098,160.67726701347746,253.53882706827213
n_sr__250,182.96478395534027,142.54659103991705,224.92973752042818
n_sr__249,197.5729313374077,153.92769709599108,242.88842161949609
n_sr__248,332.75772936049236,259.24923330655537,409.0793162755222
n_sr__247,117.77699049788718,91.75923440279341,144.79041805718217
n_sr__246,100.60708778106182,78.38228257709191,123.68241230953241
n_sr__245,100.60708778106182,78.38228257709191,123.68241230953241
