x,y,xmin,xmax
1.4001208338645341,0.0011085675644153525,-1.7800823665700278,15.886881765726415
7.760527234733644,0.0036028445843641066,-1.7800823665700278,27.194270922827073
4.833908864660529,14.120102209929456,-1.8790220216946523,12.25438299900783
60.34653822063824,59.08304833908866,34.198200794842975,86.14151973527409
58.21808849694868,60.258684241157795,19.702294180574583,97.0880701501555
51.060344875369296,73.07940669463954,34.098429714045025,68.02059718534697
50.93895672706513,90.25582967967941,44.225194415036626,56.594314156962085
126.8755577480559,95.22678520949157,81.64600111965326,172.4584702876179
72.06964021439701,100.26411622222348,26.133371763675584,116.59414787182745
151.90812192026078,103.11895484250027,83.00288781850536,221.51923641866165
214.45128676980045,103.26112863263735,133.17942720313954,295.369790425302
