area,date,rbs,survival,scaled_intensity,effective_channels,minimum_channels,maximum_channels,calibration_factor,minimum_calibration_factor,maximum_calibration_factor
5.2736,20170721,mlg910,-1,250914.90696640313,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.1728000000000005,20170721,mlg910,-1,339013.22594168124,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.760000000000002,20170721,mlg910,-1,242098.6320569208,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.3024,20170721,mlg910,-1,827533.3631639389,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.9408,20170721,mlg910,-1,260040.88977960253,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.5839999999999996,20170721,mlg910,-1,242816.98228140743,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.5552,20170721,mlg910,-1,165089.8718063388,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
8.3968,20170721,mlg910,-1,316198.95835637243,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.4560000000000004,20170721,mlg910,-1,259576.06645876856,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.0944,20170721,mlg910,-1,351824.0696649897,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.167999999999999,20170721,mlg910,-1,214778.95565802392,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.4768,20170721,mlg910,-1,229050.7399775233,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.0672000000000015,20170721,mlg910,-1,188996.51375141495,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.0144,20170721,mlg910,-1,321056.52548828954,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
11.776,20170721,mlg910,-1,159836.94119941,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.4016,20170721,mlg910,-1,274876.89203425666,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.8368,20170721,mlg910,-1,401566.723621535,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.6320000000000014,20170721,mlg910,-1,261576.31256888396,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.2208000000000006,20170721,mlg910,-1,307838.1262012593,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.6336,20170721,mlg910,-1,268565.82373717905,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.6048,20170721,mlg910,-1,221104.22997091353,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.2992,20170721,mlg910,-1,194949.95383495057,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
2.8160000000000003,20170721,mlg910,-1,126005.68207552572,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
14.3872,20170721,mlg910,-1,244110.15554707314,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.5552,20170721,mlg910,-1,314816.5183596787,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.2992,20170721,mlg910,-1,268966.2003806301,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.4544000000000015,20170721,mlg910,-1,230959.92547485113,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.3280000000000003,20170721,mlg910,-1,216444.44254279646,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.5056,20170721,mlg910,-1,189165.0372602753,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
13.6448,20170721,mlg910,-1,301377.5906618533,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.0192000000000005,20170721,mlg910,-1,206955.96803401056,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.9888,20170721,mlg910,-1,247015.18133924864,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.2496,20170721,mlg910,-1,317898.6563550704,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.6592,20170721,mlg910,-1,209569.28127223704,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.5312,20170721,mlg910,-1,148437.06924215573,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.9904,20170721,mlg910,-1,123317.37548309492,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.936,20170721,mlg910,-1,195269.25265493416,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.4032,20170721,mlg910,-1,221028.84828843566,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.6096,20170721,mlg910,-1,338007.3732585814,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.1728000000000005,20170721,mlg910,-1,275730.2773687632,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.5839999999999996,20170721,mlg910,-1,266711.0645067578,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.4016,20170721,mlg910,-1,268401.33107454446,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.6848,20170721,mlg910,-1,187189.91506647217,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
11.008,20170721,mlg910,-1,309321.8743017345,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.8352,20170721,mlg910,-1,262053.11748438666,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.888,20170721,mlg910,-1,206959.7722231554,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.0192000000000005,20170721,mlg910,-1,285083.9090227308,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.1184,20170721,mlg910,-1,298454.58659789595,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.016,20170721,mlg910,-1,176699.26062508437,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.3280000000000003,20170721,mlg910,-1,255029.95454006057,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.912000000000001,20170721,mlg910,-1,157168.83589970684,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
11.5968,20170721,mlg910,-1,417667.32740681374,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.968,20170721,mlg910,-1,231623.08769357114,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.9168,20170721,mlg910,-1,312959.89872740547,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
10.2912,20170721,mlg910,-1,355489.9559873133,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.7856000000000005,20170721,mlg910,-1,216306.45737710837,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.961600000000002,20170721,mlg910,-1,232116.36109938074,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.5296,20170721,mlg910,-1,105783.63199346079,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.2496,20170721,mlg910,-1,195120.93869509533,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.5824,20170721,mlg910,-1,237495.64312765087,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.5584,20170721,mlg910,-1,264932.3060089176,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.7568,20170721,mlg910,-1,213662.12260909117,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.8368,20170721,mlg910,-1,230647.07695146554,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.8352,20170721,mlg910,-1,202666.61168321795,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.3248000000000015,20170721,mlg910,-1,267113.15201418765,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.9648,20170721,mlg910,-1,245446.94546420136,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.1168000000000005,20170721,mlg910,-1,275614.09899616626,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.0912000000000015,20170721,mlg910,-1,265673.71452689404,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.7104,20170721,mlg910,-1,256538.52162779096,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.6832,20170721,mlg910,-1,188182.83661061848,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.9152000000000005,20170721,mlg910,-1,252672.49805027668,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.7568,20170721,mlg910,-1,237948.34915762677,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.1744000000000003,20170721,mlg910,-1,215911.24239171372,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
8.5248,20170721,mlg910,-1,203075.56469859876,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
9.344,20170721,mlg910,-1,269892.0478536221,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
8.5504,20170721,mlg910,-1,183123.49957232416,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.9152000000000005,20170721,mlg910,-1,287043.775833453,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.8336000000000015,20170721,mlg910,-1,295456.53694625513,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.8352,20170721,mlg910,-1,247174.26510528743,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.9648,20170721,mlg910,-1,204976.69414093025,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.1968000000000005,20170721,mlg910,-1,158095.1327468175,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.8624,20170721,mlg910,-1,317259.82533933886,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.1456,20170721,mlg910,-1,281299.6076870304,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.936,20170721,mlg910,-1,255058.48744426866,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.1728000000000005,20170721,mlg910,-1,179850.45224791137,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.2208000000000006,20170721,mlg910,-1,265834.8374543229,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.9392000000000005,20170721,mlg910,-1,311887.40727003687,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.0416,20170721,mlg910,-1,280270.68782571296,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.6592,20170721,mlg910,-1,296225.5944468343,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.5552,20170721,mlg910,-1,192989.4242497301,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.7088,20170721,mlg910,-1,152947.90498552957,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.5839999999999996,20170721,mlg910,-1,279346.74478181737,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.3776,20170721,mlg910,-1,203176.68801331104,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.6080000000000005,20170721,mlg910,-1,312652.5183800585,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.8368,20170721,mlg910,-1,319024.07301370054,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.7856000000000005,20170721,mlg910,-1,267877.6955093707,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.6080000000000005,20170721,mlg910,-1,395042.2959584716,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
8.8832,20170721,mlg910,-1,246538.89000095893,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
9.9584,20170721,mlg910,-1,238586.9194808625,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.9664,20170721,mlg910,-1,180969.4799632543,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.6336,20170721,mlg910,-1,199848.84645249057,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.3264000000000005,20170721,mlg910,-1,229508.4934438625,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.5792,20170721,mlg910,-1,230184.91462669443,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.4288,20170721,mlg910,-1,219348.46208096584,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.4784000000000015,20170721,mlg910,-1,225194.30250327595,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.2208000000000006,20170721,mlg910,-1,228364.61098654813,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.5328000000000004,20170721,mlg910,-1,20771.093817322864,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.0912000000000015,20170721,mlg910,-1,366131.4899136898,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
13.8752,20170721,mlg910,-1,283744.70995933167,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.5808,20170721,mlg910,-1,271684.2625624317,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.167999999999999,20170721,mlg910,-1,284452.7275519114,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.7616000000000005,20170721,mlg910,-1,196590.35168153708,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.654400000000001,20170721,mlg910,-1,249702.94753172138,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.4032,20170721,mlg910,-1,293825.0819957495,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.096,20170721,mlg910,-1,204279.76542612707,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.6864,20170721,mlg910,-1,189225.77090336487,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.3248000000000015,20170721,mlg910,-1,318759.27581421705,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
8.576,20170721,mlg910,-1,296552.96465394576,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.5568,20170721,mlg910,-1,209549.045484343,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.9408,20170721,mlg910,-1,282593.6132741743,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.3216,20170721,mlg910,-1,234947.44618550796,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.2208000000000006,20170721,mlg910,-1,202125.87848164033,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.3744000000000005,20170721,mlg910,-1,275860.9856261468,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.48,20170721,mlg910,-1,316601.7301803153,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.1984,20170721,mlg910,-1,172856.12714090545,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.7088,20170721,mlg910,-1,269507.5645121663,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.1984,20170721,mlg910,-1,183922.0210304352,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.4816000000000003,20170721,mlg910,-1,183245.25366731986,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.8128,20170721,mlg910,-1,290739.93347301125,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.4496,20170721,mlg910,-1,223229.01504165263,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.1984,20170721,mlg910,-1,248098.400988884,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.4784000000000015,20170721,mlg910,-1,381188.57795240043,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.0432000000000015,20170721,mlg910,-1,256632.63140356008,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.2736,20170721,mlg910,-1,279202.23071897053,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.7344,20170721,mlg910,-1,381093.7234083209,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.2752,20170721,mlg910,-1,338708.86857449496,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.5792,20170721,mlg910,-1,260717.14544373687,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.7104,20170721,mlg910,-1,259142.15760496387,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.4048000000000003,20170721,mlg910,-1,143790.89086181216,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.9632000000000005,20170721,mlg910,-1,343423.192153359,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.8128,20170721,mlg910,-1,256346.6876892765,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.3744000000000005,20170721,mlg910,-1,189999.39319226553,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.2256,20170721,mlg910,-1,254923.08165820234,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.8144,20170721,mlg910,-1,307870.71819189837,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
8.652800000000001,20170721,mlg910,-1,294023.21590119705,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
12.0064,20170721,mlg910,-1,302812.9947986439,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.0192000000000005,20170721,mlg910,-1,248803.87091021112,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.5536,20170721,mlg910,-1,342797.17962601513,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.1472,20170721,mlg910,-1,249808.35788021964,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.9648,20170721,mlg910,-1,290416.0244514565,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
8.0896,20170721,mlg910,-1,298854.2196971433,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.9136000000000015,20170721,mlg910,-1,315359.7615132072,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.912000000000001,20170721,mlg910,-1,294574.57739701564,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.5312,20170721,mlg910,-1,303947.09612083295,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.7616000000000005,20170721,mlg910,-1,158932.2633657022,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
3.7119999999999997,20170721,mlg910,-1,345112.98072230146,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
7.654400000000001,20170721,mlg910,-1,275923.887693053,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.0928,20170721,mlg910,-1,307956.18132818467,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
6.8864,20170721,mlg910,-1,242093.4716724739,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
5.1456,20170721,mlg910,-1,192840.74229913868,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
4.48,20170721,mlg910,-1,272191.7606449119,347.06792910530737,297.9114739401809,397.6123488745245,3285.790383290854,2598.013967058128,4012.85947532352
