parameter,median,hpd_min,hpd_max
n_sr__312,296.65335037473415,235.7739676506071,369.70492531502475
n_sr__311,272.25809007700053,216.38511765110323,339.30227563983556
n_sr__310,316.81832083882585,251.80067049374188,394.8355664825336
n_sr__309,316.81832083882585,251.80067049374188,394.8355664825336
n_sr__308,293.49113501347995,233.2607040675503,365.76400709351907
n_sr__307,293.49113501347995,233.2607040675503,365.76400709351907
n_sr__306,340.6422780851845,270.73546060488303,424.5262284061129
n_sr__305,220.11992822777526,174.94678139205544,274.32497061974635
n_sr__304,294.62131877069817,234.15895082012202,367.17250121983454
n_sr__303,311.12996021482627,247.2796787299418,387.74643387370185
n_sr__302,294.62131877069817,234.15895082012202,367.17250121983454
n_sr__301,411.64730066649815,327.1687888513693,513.0164023321985
n_sr__300,302.75763449445316,240.6255268349369,377.31240354418225
n_sr__299,341.782488225609,271.6416761201427,425.94721793573245
n_sr__298,213.64896625932437,169.80379421226937,266.2605192719343
n_sr__297,248.79667221936793,197.73846637271615,310.06342926953886
n_sr__296,302.75763449445316,240.6255268349369,377.31240354418225
n_sr__295,302.75763449445316,240.6255268349369,377.31240354418225
n_sr__294,302.75763449445316,240.6255268349369,377.31240354418225
n_sr__293,252.19591049755917,200.44011088415203,314.2997378505112
n_sr__292,421.19579376020044,334.75773432912223,524.9162339761659
n_sr__291,421.19579376020044,334.75773432912223,524.9162339761659
n_sr__290,399.74633401260235,317.7101458819839,498.1847950626454
n_sr__289,411.64730066649815,327.1687888513693,513.0164023321985
n_sr__288,399.74633401260235,317.7101458819839,498.1847950626454
n_sr__287,217.8921899869173,173.17622096093075,271.5486466749217
n_sr__286,394.8388497047266,313.8097785172151,492.0688313722439
n_sr__285,375.76207602882255,298.647952049188,468.29435797360316
n_sr__284,379.1134129621418,301.31152555916043,472.470969392531
n_sr__283,237.95282367324631,189.1199990839034,296.5492578913727
n_sr__282,325.1405023987103,258.4149688436646,405.2071045358492
n_sr__281,288.3211868924315,229.15173587451417,359.32094726776506
n_sr__280,304.2614930844802,241.82076264167304,379.1865907967718
n_sr__279,283.007576023089,224.92858749060505,352.6988474090517
n_sr__278,222.62727467838494,176.93956866443293,277.4497569438872
n_sr__277,222.62727467838494,176.93956866443293,277.4497569438872
n_sr__276,344.50510337815876,273.80555451926216,429.34028337849077
n_sr__275,372.38534475916697,295.9641956441757,464.0860988041722
n_sr__274,372.38534475916697,295.9641956441757,464.0860988041722
n_sr__273,307.9035324081808,244.71538041896665,383.72549074333307
n_sr__272,307.9035324081808,244.71538041896665,383.72549074333307
n_sr__271,287.9507549031864,228.85732416556598,358.85929554279664
n_sr__270,300.03602220644746,238.46244549188393,373.9205879236859
n_sr__269,418.00098721931545,332.2185679483311,520.9346989215244
n_sr__268,421.5389957521851,335.0305041975684,525.3439502539507
n_sr__267,300.03602220644746,238.46244549188393,373.9205879236859
n_sr__266,300.03602220644746,238.46244549188393,373.9205879236859
n_sr__265,418.00098721931545,332.2185679483311,520.9346989215244
n_sr__264,287.9507549031864,228.85732416556598,358.85929554279664
n_sr__263,268.0761291145235,213.06138128528218,334.090497099833
n_sr__262,223.3196234353614,177.48983318436538,278.3125981865922
n_sr__261,397.49452488669226,315.92045440761825,495.37847272154715
n_sr__260,386.5867646497222,307.25119142439803,481.7846512505638
n_sr__259,309.37650710815274,245.88607034652904,385.56118887637666
n_sr__258,309.37650710815274,245.88607034652904,385.56118887637666
n_sr__257,127.47023454833948,101.31071474113105,158.86007518220254
n_sr__256,397.49452488669226,315.92045440761825,495.37847272154715
n_sr__255,245.08363558015014,194.7874213925917,305.436048753998
n_sr__254,267.8288458223799,212.8648456221968,333.7823197239897
n_sr__253,189.88462228421918,150.91638350024942,236.64415052579145
n_sr__252,468.45158486788273,372.31566296823013,583.8088731460894
n_sr__251,206.39622741431003,164.03946688657888,257.2217766801574
n_sr__250,183.1066657297672,145.52940335191167,228.19710646380204
n_sr__249,197.72614113806378,157.14866103981723,246.4166615679047
n_sr__248,333.0157694929993,264.6740687890497,415.0216744008185
n_sr__247,117.86832178053766,93.67931240759962,146.89366914560347
n_sr__246,100.68510450004851,80.02244552878061,125.4790447925318
n_sr__245,100.68510450004851,80.02244552878061,125.4790447925318
