parameter,median,hpd_min,hpd_max
n_sr__321,301.1408569663736,236.12507623373875,375.1225444871592
n_sr__320,271.3134478575254,212.73735222766626,337.9673948568983
n_sr__319,315.71906989762175,247.55587866426723,393.2822069917262
n_sr__318,292.4728214085583,229.3284542890969,364.32502074060244
n_sr__317,292.4728214085583,229.3284542890969,364.32502074060244
n_sr__316,384.8608155546019,301.7700431873204,479.41010017238
n_sr__315,384.8608155546019,301.7700431873204,479.41010017238
n_sr__314,437.86978360175374,343.334468377899,545.4418541323103
n_sr__313,295.62406496678364,231.79934991220443,368.25043462754076
n_sr__312,295.62406496678364,231.79934991220443,368.25043462754076
n_sr__311,271.3134478575254,212.73735222766626,337.9673948568983
n_sr__310,315.71906989762175,247.55587866426723,393.2822069917262
n_sr__309,315.71906989762175,247.55587866426723,393.2822069917262
n_sr__308,292.4728214085583,229.3284542890969,364.32502074060244
n_sr__307,292.4728214085583,229.3284542890969,364.32502074060244
n_sr__306,339.4603661812023,266.17147088686033,422.856060108292
n_sr__305,219.35618755254694,171.99757292970412,273.2457231231901
n_sr__304,293.5990838156615,230.21155862576998,365.7279735785828
n_sr__303,310.05044593453647,243.1111006327915,386.22096440181457
n_sr__302,293.5990838156615,230.21155862576998,365.7279735785828
n_sr__301,410.21902568068384,321.6534604010826,510.99809657367246
n_sr__300,301.70716931367195,236.56912274248887,375.8279835658452
n_sr__299,340.5966201834,267.06240965084135,424.2714591902428
n_sr__298,212.9076776033337,166.9412849231849,265.2129988868713
n_sr__297,247.93343307530114,194.40504146647623,308.8435797638348
n_sr__296,301.70716931367195,236.56912274248887,375.8279835658452
n_sr__295,301.70716931367195,236.56912274248887,375.8279835658452
n_sr__294,301.70716931367195,236.56912274248887,375.8279835658452
n_sr__293,251.32087716221332,197.0611423400584,313.0632218874287
n_sr__292,419.73438877738175,329.1144733610423,522.8511119781915
n_sr__291,419.73438877738175,329.1144733610423,522.8511119781915
n_sr__290,398.35935130041946,312.3542688355225,496.22483971596637
n_sr__289,410.21902568068384,321.6534604010826,510.99809657367246
n_sr__288,398.35935130041946,312.3542688355225,496.22483971596637
n_sr__287,217.13617879952767,170.25686015719324,270.4803217737833
n_sr__286,393.46889428039157,308.5196528743915,490.13293740972165
n_sr__285,374.458310468012,293.61342063089603,466.4519973880808
n_sr__284,377.79801941129426,296.2320922943,470.6121772098127
n_sr__283,237.12720896544644,185.9318621129911,295.38257574988984
n_sr__282,324.01237634104086,254.05867485044118,403.61294140819393
n_sr__281,287.3208112347945,225.28875403954623,357.9073091584714
n_sr__280,303.20581003004145,237.74420956718785,377.6947974032627
n_sr__279,282.0256367732136,221.13679841981656,351.3112619215019
n_sr__278,221.85483437070326,173.9567662997497,276.3582159335105
n_sr__277,221.85483437070326,173.9567662997497,276.3582159335105
n_sr__276,343.30978879491306,269.1898099368147,427.6511756572354
n_sr__275,371.0932952980332,290.97490631057696,462.2602943242176
n_sr__274,371.0932952980332,290.97490631057696,462.2602943242176
n_sr__273,306.83521272608783,240.590030612263,382.21584043948377
n_sr__272,306.83521272608783,240.590030612263,382.21584043948377
n_sr__271,286.95166451753664,224.99930544850477,357.4474736606853
n_sr__270,298.99500008710686,234.44250607601313,372.44951200407206
n_sr__269,416.55066711974376,326.6181116029939,518.8852410525955
