area,date,eccentricity,exposure_ms,intensity,mean_bg,rbs,replicate_number,scaled_intensity,experiment,effective_channels
5.888,20180410,0.9817793145445518,25.0,156516.99746221857,98550.66927344204,mlg910,1.0,231865.31275510613,cal,344.3965220017775
3.4432,20180410,0.9618751045454599,25.0,143919.19001580687,98550.66927344204,mlg910,1.0,181474.08296945936,cal,269.5489129680845
5.9392,20180410,0.9833867337932524,25.0,148062.51754185828,95260.84966182042,mlg910,1.0,211206.67152015143,cal,313.71162090095845
5.0816,20180410,0.9789767679808272,25.0,152975.81728588554,95260.84966182042,mlg910,1.0,230859.87049626044,cal,342.9031083776974
4.5568,20180410,0.9756848243359104,25.0,141514.6129286087,95260.84966182042,mlg910,1.0,185015.0530671531,cal,274.8084223430208
6.784,20180410,0.8920460351263022,25.0,156160.08717488352,95260.84966182042,mlg910,1.0,243596.9500522524,cal,361.821875688859
5.7984,20180410,0.9647543384361388,25.0,154474.56029455335,95260.84966182042,mlg910,1.0,236854.8425309317,cal,351.8076206296846
4.416,20180410,0.974883767392118,25.0,155623.27696496533,95260.84966182042,mlg910,1.0,241449.70921257965,cal,358.63251429496853
3.8656,20180410,0.9594827971792736,25.0,144671.71941772985,95260.84966182042,mlg910,1.0,197643.4790236377,cal,293.5658031952565
5.0048,20180410,0.9795156575743832,25.0,131265.23956503067,95260.84966182042,mlg910,1.0,144017.559612841,cal,213.9136123833763
10.9952,20180410,0.919870671391094,25.0,174118.27404245158,95260.84966182042,mlg910,1.0,315429.6975225246,cal,468.5172157577842
3.4688000000000008,20180410,0.955925066002568,25.0,149151.85184537948,95260.84966182042,mlg910,1.0,215564.00873423624,cal,320.1837049047641
6.0544,20180410,0.9696668921384336,25.0,135247.45804601687,95260.84966182042,mlg910,1.0,159946.43353678577,cal,237.57324785720624
5.2864,20180410,0.9636104669823986,25.0,155474.64137699574,95260.84966182042,mlg910,1.0,240855.16686070128,cal,357.74942265984356
3.3408,20180410,0.9626829860036992,25.0,170365.2409934848,95260.84966182042,mlg910,1.0,300417.5653266575,cal,446.2192443421625
5.5808,20180410,0.9658629822351736,25.0,140391.98318757644,92932.4456321556,mlg910,1.0,189838.15022168332,cal,281.9723135933316
5.696,20180410,0.9763072458722121,25.0,140754.17474975905,92932.4456321556,mlg910,1.0,191286.9164704138,cal,284.1242096718249
6.912000000000001,20180410,0.9243575159090508,25.0,159282.69622184953,92932.4456321556,mlg910,1.0,265401.0023587757,cal,394.2080903006265
6.08,20180410,0.9522873935408084,25.0,158899.5523632772,92932.4456321556,mlg910,1.0,263868.4269244864,cal,391.93170991839975
8.896,20180410,0.9409341158354964,25.0,153160.4069134343,92932.4456321556,mlg910,1.0,240911.84512511478,cal,357.8336085904822
4.1984,20180410,0.9717979649960858,25.0,124308.95227142803,90971.69248002415,mlg910,1.0,133349.0391656155,cal,198.06733812496682
3.8144,20180410,0.9692828861724953,25.0,155183.88143583774,90971.69248002415,mlg910,1.0,256848.75582325435,cal,381.50518132671647
3.7632000000000008,20180410,0.9714523952435888,25.0,130415.3669395056,90971.69248002415,mlg910,1.0,157774.6978379258,cal,234.34750351232256
4.0064,20180410,0.9693181979445744,25.0,150207.0634097507,90971.69248002415,mlg910,1.0,236941.48371890618,cal,351.93631139177387
4.1728000000000005,20180410,0.968753134581387,25.0,165030.40154523042,90971.69248002415,mlg910,1.0,296234.83626082505,cal,440.0065110720079
11.712,20180410,0.944999223136007,25.0,148992.09832725197,90971.69248002415,mlg910,1.0,232081.62338891125,cal,344.7178146913535
5.0944,20180410,0.9782316384117732,25.0,141728.07649002102,90971.69248002415,mlg910,1.0,203025.53603998746,cal,301.5599343381232
4.096,20180410,0.9717186638759852,25.0,160211.41025405712,90971.69248002415,mlg910,1.0,276958.87109613186,cal,411.3753403200492
5.8624,20180410,0.882011678056715,25.0,167153.70948013442,90971.69248002415,mlg910,1.0,304728.06800044107,cal,452.6217635947872
3.9424,20180410,0.9740823144716192,25.0,129837.01298471351,87221.38843175862,mlg910,1.0,170462.49821181956,cal,253.1930749723237
3.4432,20180410,0.952716518502938,25.0,123358.24939375377,87221.38843175862,mlg910,1.0,144547.44384798058,cal,214.70066537322302
4.1856,20180410,0.9672820159579352,25.0,162806.17574817615,87221.38843175862,mlg910,1.0,302339.1492656701,cal,449.0734307552435
4.0704,20180410,0.9641964972157084,25.0,130815.93229543544,87221.38843175862,mlg910,1.0,174378.1754547073,cal,259.0091481387156
3.4176,20180410,0.9594324249543872,25.0,124544.62068974234,87221.38843175862,mlg910,1.0,149292.92903193488,cal,221.74927722958543
7.1936,20180410,0.982626956745471,25.0,141546.14114172093,87221.38843175862,mlg910,1.0,217299.01083984927,cal,322.7607557095561
3.1616,20180410,0.9572719437491852,25.0,133465.3582793799,87221.38843175862,mlg910,1.0,184975.87939048515,cal,274.75023650298226
9.2544,20180410,0.9373967248816611,25.0,149643.8010520943,87221.38843175862,mlg910,1.0,249689.6504813427,cal,370.87154686409707
4.6208,20180410,0.9776733082268304,25.0,138280.01770495257,87717.46926058289,mlg910,1.0,202250.1937774787,cal,300.40829515848003
5.568,20180410,0.9480819873696102,25.0,146305.1448995761,87717.46926058289,mlg910,1.0,234350.7025559728,cal,348.08814621700117
12.7872,20180410,0.9611376403672858,25.0,151973.14665173256,87717.46926058289,mlg910,1.0,257022.70956459868,cal,381.7635600501069
4.9024,20180410,0.9735380722955336,25.0,160549.67361102346,87717.46926058289,mlg910,1.0,291328.8174017623,cal,432.71945372022157
4.864,20180410,0.9736589035370408,25.0,137030.63816557406,87717.46926058289,mlg910,1.0,197252.67561996466,cal,292.98533114701354
3.2512000000000008,20180410,0.9565985363113608,25.0,152985.8630855479,87717.46926058289,mlg910,1.0,261073.57529986007,cal,387.78043274979217
5.4528,20180410,0.9684827337862456,25.0,148439.56184694453,87717.46926058289,mlg910,1.0,242888.37034544657,cal,360.769400940975
3.0848,20180410,0.9595426484783979,25.0,121488.96043770392,87717.46926058289,mlg910,1.0,135085.96470848413,cal,200.64724586895872
3.6352,20180410,0.9811376681855252,25.0,131460.48027798493,87717.46926058289,mlg910,1.0,174972.04406960815,cal,259.89123905204633
5.3504,20180410,0.9727753134981736,25.0,136210.07659371436,90197.22881159527,mlg910,1.0,184051.39112847636,cal,273.37706628496187
4.4672,20180410,0.9662117760244718,25.0,126184.68755755381,90197.22881159527,mlg910,1.0,143949.83498383418,cal,213.81301895520602
3.686400000000001,20180410,0.9563580550138135,25.0,123173.2353729342,90197.22881159527,mlg910,1.0,131904.02624535572,cal,195.92101697812618
6.976,20180410,0.9857378799425895,25.0,149724.1817047333,90197.22881159527,mlg910,1.0,238107.81157255208,cal,353.66869322817945
5.3376,20180410,0.9460695585705644,25.0,160412.10407373062,90197.22881159527,mlg910,1.0,280859.5010485414,cal,417.16906329337144
6.6048,20180410,0.9891338545425944,25.0,154498.04301438198,90197.22881159527,mlg910,1.0,257203.25681114686,cal,382.0317323050653
5.4016,20180410,0.9815360566602872,25.0,131787.04264010757,90197.22881159527,mlg910,1.0,166359.2553140492,cal,247.09840489800706
4.5568,20180410,0.9743371114467448,25.0,148056.6343696115,90197.22881159527,mlg910,1.0,231437.62223206495,cal,343.7612604058178
4.7872,20180410,0.9732241866517124,25.0,145724.3968451907,90197.22881159527,mlg910,1.0,222108.67213438172,cal,329.9046902729508
3.315200000000001,20180410,0.9632106980853632,25.0,132016.36790749212,90197.22881159527,mlg910,1.0,167276.55638358742,cal,248.46089976290799
1.8559999999999999,20180410,0.9141983247475584,25.0,257651.96448907923,90197.22881159527,mlg910,1.0,669818.9427099358,cal,994.9022193063228
4.2624,20180410,0.9718204916033832,25.0,125403.70485920539,90197.22881159527,mlg910,1.0,140825.9041904405,cal,209.1729506007154
3.8784,20180410,0.9724272899930676,25.0,133733.81107347002,90197.22881159527,mlg910,1.0,174146.329047499,cal,258.6647796976911
3.648,20180410,0.9714072837906724,25.0,125892.94733895255,90197.22881159527,mlg910,1.0,142782.87410942913,cal,212.07969687402985
3.5712,20180410,0.9752549559387674,25.0,146140.02385832474,90197.22881159527,mlg910,1.0,223771.1801869179,cal,332.3740634805688
3.5072,20180410,0.9607381115096768,25.0,138714.07708919302,90348.30791004836,mlg910,1.0,193463.07671657865,cal,287.3565259298815
11.776,20180410,0.9518840252018504,25.0,168643.4138752707,90348.30791004836,mlg910,1.0,313180.42386088934,cal,465.17630194496405
5.1328,20180410,0.9590180819038621,25.0,136332.3987952439,90348.30791004836,mlg910,1.0,183936.3635407822,cal,273.20621234969485
6.3872,20180410,0.9308217534330484,25.0,143953.54792818593,90348.30791004836,mlg910,1.0,214420.96007255028,cal,318.48590035225993
4.8128,20180410,0.9316980631296566,25.0,143597.435859257,90348.30791004836,mlg910,1.0,212996.5117968346,cal,316.3701244904084
4.864,20180410,0.9803326693435408,25.0,150747.3624380356,90348.30791004836,mlg910,1.0,241596.21811194895,cal,358.85012836921516
3.5584000000000002,20180410,0.9626710510048588,25.0,145765.66716863884,90348.30791004836,mlg910,1.0,221669.4370343619,cal,329.2522811696207
7.4496,20180410,0.9679232603561856,25.0,155217.17804901593,90348.30791004836,mlg910,1.0,259475.48055587028,cal,385.4067345664822
5.2352,20180410,0.9539211203747056,25.0,154913.59061795365,90348.30791004836,mlg910,1.0,258261.13083162118,cal,383.60302440149115
5.1968,20180410,0.980096528441724,25.0,162397.4261018083,90348.30791004836,mlg910,1.0,288196.4727670397,cal,428.06688803417273
6.8352,20180410,0.8982749415194757,25.0,160730.10746919547,90348.30791004836,mlg910,1.0,281527.19823658845,cal,418.1608140066687
3.9296,20180410,0.9709273330699458,25.0,144640.98082458178,90348.30791004836,mlg910,1.0,217170.69165813373,cal,322.57015936996635
5.5808,20180410,0.9671169967833524,25.0,125949.28545329945,90348.30791004836,mlg910,1.0,142403.91017300438,cal,211.51681034254318
8.5632,20180410,0.9269443078715706,25.0,129582.30085604404,90348.30791004836,mlg910,1.0,156935.9717839827,cal,233.10171848109903
4.032,20180410,0.9797510625520254,25.0,140081.1867822333,90348.30791004836,mlg910,1.0,198931.51548873977,cal,295.47896249244354
5.6576,20180410,0.9782260389440536,25.0,144930.17721155827,91999.1418453533,mlg910,1.0,211724.1414648199,cal,314.48023457182904
6.1696,20180410,0.9634247303966686,25.0,143626.62001271688,91999.1418453533,mlg910,1.0,206509.91266945435,cal,306.735383732747
4.544,20180410,0.9663930048212434,25.0,113682.1116073164,91999.1418453533,mlg910,1.0,86731.87904785242,cal,128.82546826789815
3.980800000000001,20180410,0.9686775759016538,25.0,139158.20592584836,91999.1418453533,mlg910,1.0,188636.25632198027,cal,280.1871044391272
4.2752,20180410,0.9751619891951944,25.0,150670.71723362445,91999.1418453533,mlg910,1.0,234686.30155308463,cal,348.58662149999736
4.2112,20180410,0.9648168040602386,25.0,133072.38468327106,91999.1418453533,mlg910,1.0,164292.97135167103,cal,244.02929118860675
5.8496,20180410,0.9827103389548199,25.0,159568.4387040719,91999.1418453533,mlg910,1.0,270277.18743487436,cal,401.4508346373745
5.9008,20180410,0.9842209180521224,25.0,134834.28068266582,91999.1418453533,mlg910,1.0,171340.5553492501,cal,254.49727964466857
3.8528,20180410,0.9719513111259508,25.0,131608.83248558626,91999.1418453533,mlg910,1.0,158438.76256093185,cal,235.33385881605403
5.9392,20180410,0.9739573195025216,25.0,148298.36001229985,91999.1418453533,mlg910,1.0,225196.87266778617,cal,334.49168739775087
4.7488,20180410,0.9779400577941264,25.0,146979.78880168207,91999.1418453533,mlg910,1.0,219922.58782531507,cal,326.6576335058164
5.9392,20180410,0.955274033532298,25.0,138012.78660661337,92818.88122207849,mlg910,1.0,180775.62153813953,cal,268.51146719907035
7.2576,20180410,0.8859457983321404,25.0,146326.41635358075,92818.88122207849,mlg910,1.0,214030.14052600903,cal,317.9054043265293
6.8096,20180410,0.9072741263847992,25.0,138520.41502629095,92818.88122207849,mlg910,1.0,182806.13521684986,cal,271.5274502304066
5.184,20180410,0.9647188486130748,25.0,179367.9017441929,92818.88122207849,mlg910,1.0,346196.08208845765,cal,514.2154520018045
3.8400000000000007,20180410,0.9679077836981614,25.0,146072.49431189196,92818.88122207849,mlg910,1.0,213014.4523592539,cal,316.39677214730256
4.8512,20180410,0.9539241913037456,25.0,150570.98253575954,92818.88122207849,mlg910,1.0,231008.4052547242,cal,343.12373152138133
4.672,20180410,0.9525598925616576,25.0,134106.62291919196,92818.88122207849,mlg910,1.0,165150.96678845386,cal,245.30369761365705
1.6,20180410,0.903827115628778,25.0,198453.22124776745,92818.88122207849,mlg910,1.0,422537.3601027558,cal,627.6074480743866
6.7584,20180410,0.9091896036335501,25.0,144874.7794026385,92960.0245908542,mlg910,1.0,207659.01924713718,cal,308.4421862900632
7.616,20180410,0.8598871747202331,25.0,138155.49636961022,92960.0245908542,mlg910,1.0,180781.88711502412,cal,268.5207736488439
5.7088,20180410,0.9459975412127802,25.0,163078.0713701049,92960.0245908542,mlg910,1.0,280472.18711700285,cal,416.5937742630299
2.8672,20180410,0.9527573324239186,25.0,130456.6608317034,92960.0245908542,mlg910,1.0,149986.5449633968,cal,222.77952583194025
3.3280000000000007,20180410,0.9540938600764745,25.0,160778.87527773567,92960.0245908542,mlg910,1.0,271275.4027475259,cal,402.93351386093394
5.0432,20180410,0.9732632033065608,25.0,163879.31434849178,92960.0245908542,mlg910,1.0,283677.15903055033,cal,421.3542154304629
6.272,20180410,0.9839562921297448,25.0,169997.01329271495,96987.65740630076,mlg910,1.0,292037.4235456568,cal,433.77196773590833
5.3376,20180410,0.9664232289288,25.0,154612.50657179634,96987.65740630076,mlg910,1.0,230499.39666198235,cal,342.36768575098847
3.968,20180410,0.9568548259747808,25.0,137059.55398923036,96987.65740630076,mlg910,1.0,160287.58633171843,cal,238.079972363127
5.1072,20180410,0.9379954682236392,25.0,177423.39350477286,96987.65740630076,mlg910,1.0,321742.9443938884,cal,477.89447119630125
4.4544000000000015,20180410,0.9715607514827144,25.0,135193.45728402026,90832.84741974589,mlg910,1.0,177442.4394570975,cal,263.5605916141485
4.544,20180410,0.9744285080038371,25.0,147879.34622094585,90832.84741974589,mlg910,1.0,228185.9952047999,cal,338.9315209949045
5.0048,20180410,0.978828626971648,25.0,147892.08396406018,90832.84741974589,mlg910,1.0,228236.94617725714,cal,339.0072000065617
5.888,20180410,0.973421339874925,25.0,135477.79054833786,90832.84741974589,mlg910,1.0,178579.77251436788,cal,265.2499066075269
4.2496,20180410,0.969948312122305,25.0,124989.53479480107,90832.84741974589,mlg910,1.0,136626.74950022076,cal,202.93581985668487
3.9296,20180410,0.958332565700704,25.0,142473.02724409933,90832.84741974589,mlg910,1.0,206560.7192974138,cal,306.81084834518066
8.7936,20180410,0.9328522198581816,25.0,153019.98950107323,92223.35834968486,mlg910,1.0,243186.52460555348,cal,361.2122584300092
5.1072,20180410,0.9515811521944302,25.0,139450.62122200153,92223.35834968486,mlg910,1.0,188909.05148926668,cal,280.59229530496214
5.6832,20180410,0.9822128921565184,25.0,149528.93115278144,92223.35834968486,mlg910,1.0,229222.29121238634,cal,340.47076261986484
4.2496,20180410,0.977481915490382,25.0,125752.04036081901,92223.35834968486,mlg910,1.0,134114.7280445366,cal,199.2046388436577
3.5968,20180410,0.9658657914360838,25.0,130035.4467164832,92223.35834968486,mlg910,1.0,151248.35346719337,cal,224.6537279494376
3.5968,20180410,0.9578614723951636,25.0,141525.47880843186,92223.35834968486,mlg910,1.0,197208.481834988,cal,292.9196887891325
3.2128,20180410,0.9643582841441628,25.0,146900.62382637314,92223.35834968486,mlg910,1.0,218709.0619067531,cal,324.8551469641871
9.4464,20180410,0.94977061207322,25.0,162686.8838705423,92223.35834968486,mlg910,1.0,281854.1020834298,cal,418.64637412147584
3.2,20180410,0.9673312957782682,25.0,156098.66290583642,92223.35834968486,mlg910,1.0,255501.21822460624,cal,379.50364320647503
3.1232,20180410,0.9700890613543316,25.0,152313.58890544446,92223.35834968486,mlg910,1.0,240360.9222230384,cal,357.0153062359311
3.4304,20180410,0.9710522425645116,25.0,161868.3406192519,92223.35834968486,mlg910,1.0,278579.9290782681,cal,413.78314649155965
5.056,20180410,0.9508382742657308,25.0,145359.7232123753,92223.35834968486,mlg910,1.0,212545.4594507618,cal,315.7001628761315
3.4048000000000003,20180410,0.9520397099219472,25.0,132053.2843396235,92223.35834968486,mlg910,1.0,159319.70395975455,cal,236.64234756858409
4.8128,20180410,0.9742526196267314,25.0,134471.75375002853,93122.72854908153,mlg910,1.0,165396.100803788,cal,245.66780253863377
3.5072,20180410,0.962598108517836,25.0,143617.7289849094,93122.72854908153,mlg910,1.0,201980.00174331147,cal,300.0069708045519
3.2896,20180410,0.9636881549255116,25.0,135785.09202754052,93122.72854908153,mlg910,1.0,170649.45391383598,cal,253.47076589891287
4.8256,20180410,0.9695073050110684,25.0,164967.18980533545,93122.72854908153,mlg910,1.0,287377.8450250157,cal,426.8509556300661
3.5328000000000004,20180410,0.955560726590258,25.0,125844.90206257196,93122.72854908153,mlg910,1.0,130888.69405396172,cal,194.4129135398087
11.1232,20180410,0.9152008632531656,25.0,151781.09034509404,93122.72854908153,mlg910,1.0,234633.44718405005,cal,348.5081153161624
4.5568,20180410,0.9822032434338984,25.0,142268.28499620347,93122.72854908153,mlg910,1.0,196582.22578848776,cal,291.9894918496487
3.7248,20180410,0.9779088057441636,25.0,147376.51923537455,93122.72854908153,mlg910,1.0,217015.16274517207,cal,322.33914759826905
5.2864,20180410,0.9807117247246608,25.0,134733.50444847695,93122.72854908153,mlg910,1.0,166443.10359758168,cal,247.22294727513662
2.3296,20180410,0.9524109280462496,25.0,129168.62336282435,93122.72854908153,mlg910,1.0,144183.5792549713,cal,214.1602063505992
10.815999999999999,20180410,0.9447688903406692,25.0,146276.75049573873,93122.72854908153,mlg910,1.0,212616.08778662878,cal,315.80506926742544
5.1712,20180410,0.9768043967367444,25.0,141681.10997983802,93122.72854908153,mlg910,1.0,194233.52572302596,cal,288.50089700914003
3.968,20180410,0.9787350090620954,25.0,138915.17892153622,93122.72854908153,mlg910,1.0,183169.80148981875,cal,272.06761468231025
4.4928,20180410,0.966819651357547,25.0,153724.88178082526,93122.72854908153,mlg910,1.0,242408.61292697498,cal,360.05680281940664
2.8032,20180410,0.9745910176441448,25.0,137759.94529767687,93122.72854908153,mlg910,1.0,178548.86699438136,cal,265.2040017092584
4.300800000000001,20180410,0.9856391062628111,25.0,164083.82949431508,93122.72854908153,mlg910,1.0,283844.4037809342,cal,421.60262908781795
4.9792,20180410,0.9777134272416494,25.0,131069.90060339884,90753.1238954558,mlg910,1.0,161267.10683177214,cal,239.5348836193193
3.3408,20180410,0.974216910288032,25.0,167020.911695267,90753.1238954558,mlg910,1.0,305071.1511992447,cal,453.13135538763123
3.2512000000000008,20180410,0.9715259092192696,25.0,137858.26907558745,90753.1238954558,mlg910,1.0,188420.58072052657,cal,279.86675498220023
3.4944,20180410,0.9788575093176412,25.0,144367.97526234493,90753.1238954558,mlg910,1.0,214459.4054675565,cal,318.54300445364447
3.0592,20180410,0.954089608617116,25.0,173571.30040142324,90753.1238954558,mlg910,1.0,331272.70602386974,cal,492.04931273716596
4.736,20180410,0.9857497808730992,25.0,152420.16871266207,90753.1238954558,mlg910,1.0,246668.17926882504,cal,366.3836648063844
3.2,20180410,0.9714391378477872,25.0,142872.1387867649,90753.1238954558,mlg910,1.0,208476.05956523638,cal,309.6557608456751
4.0576,20180410,0.9803513413101809,25.0,135265.5527425528,90753.1238954558,mlg910,1.0,178049.71538838797,cal,264.4625968177156
4.1856,20180410,0.9515747486207988,25.0,131680.55449846148,90753.1238954558,mlg910,1.0,163709.7224120227,cal,243.16297399829782
1.344,20180410,0.2555431072633851,25.0,120741.82655191196,90753.1238954558,mlg910,1.0,119954.81062582461,cal,178.17248766549744
5.2736,20180410,0.9548014092059144,25.0,147953.03488340284,90753.1238954558,mlg910,1.0,228799.64395178814,cal,339.84299193327945
3.4176,20180410,0.9617705528485804,25.0,146477.42501271164,89731.36730131989,mlg910,1.0,226984.230845567,cal,337.1465042510562
4.0192000000000005,20180410,0.9666040820755564,25.0,134244.88432198294,89731.36730131989,mlg910,1.0,178054.06808265223,cal,264.46906200540644
4.1984,20180410,0.9713684047432868,25.0,134651.880579485,89731.36730131989,mlg910,1.0,179682.05311266045,cal,266.88715712944065
3.3536,20180410,0.9579355599739156,25.0,147551.00821998337,89731.36730131989,mlg910,1.0,231278.56367465397,cal,343.52500594707163
4.8512,20180410,0.9712499881102542,25.0,138548.62884528335,89731.36730131989,mlg910,1.0,195269.04617585387,cal,290.03898667929394
4.8128,20180410,0.9735340601777912,25.0,146622.34271162067,89731.36730131989,mlg910,1.0,227563.90164120318,cal,338.00750671645704
5.4144,20180410,0.9450719523622648,25.0,142015.21584231462,89731.36730131989,mlg910,1.0,209135.39416397893,cal,310.6350903535873
13.6832,20180410,0.9664661205287952,25.0,131534.94320112665,89731.36730131989,mlg910,1.0,167214.30359922705,cal,248.36843383014775
9.0752,20180410,0.9250734108254688,25.0,168732.38335355849,89731.36730131989,mlg910,1.0,316004.0642089544,cal,469.3703398702685
4.9792,20180410,0.9775535872656502,25.0,132980.89648911118,89731.36730131989,mlg910,1.0,172998.11675116522,cal,256.9593054433567
2.6112,20180410,0.940341636243198,25.0,147992.47542196498,89731.36730131989,mlg910,1.0,233044.43248258036,cal,346.14790399307475
3.8784,20180410,0.9593416894527927,25.0,151453.7831671176,89731.36730131989,mlg910,1.0,246889.66346319084,cal,366.71264194104754
3.980800000000001,20180410,0.9668068431865487,25.0,161643.67733613288,89731.36730131989,mlg910,1.0,287649.240139252,cal,427.25406695500146
1.4208,20180410,0.5901740700588954,25.0,118490.000257807,91879.85010212651,mlg910,1.0,106440.60062272195,cal,158.0994251303266
6.3744,20180410,0.9798920610942268,25.0,138932.8098291316,91879.85010212651,mlg910,1.0,188211.8389080204,cal,279.55670449051934
2.0096000000000003,20180410,0.9442796180346816,25.0,110357.6261668619,91879.85010212651,mlg910,1.0,73911.10425894154,cal,109.78238591028604
4.032,20180410,0.964597896945146,25.0,153119.7379551593,91879.85010212651,mlg910,1.0,244959.5514121312,cal,363.8457884666741
4.2752,20180410,0.9730829828736604,25.0,148514.3004258271,91879.85010212651,mlg910,1.0,226537.80129480234,cal,336.48340901367345
4.3776,20180410,0.9774517792115752,25.0,126459.18293193179,91879.85010212651,mlg910,1.0,138317.33131922112,cal,205.44689187390426
4.4288,20180410,0.9785802180782182,25.0,146904.65097726948,91879.85010212651,mlg910,1.0,220099.2035005719,cal,326.9199660797004
5.6576,20180410,0.9772681817886618,25.0,133881.75126493615,91879.85010212651,mlg910,1.0,168007.60465123854,cal,249.54674773992033
4.8256,20180410,0.9703277250244212,25.0,127356.78522944,91879.85010212651,mlg910,1.0,141907.74050925398,cal,210.77983461949097
3.7504000000000004,20180410,0.964286752032261,25.0,126395.16731867848,91879.85010212651,mlg910,1.0,138061.26886620786,cal,205.06655461178798
4.928,20180410,0.9746438298685502,25.0,132019.78820256487,93092.02669033068,mlg910,1.0,155711.04604893678,cal,231.2822994492154
3.776,20180410,0.95973436642334,25.0,138803.07161641482,93092.02669033068,mlg910,1.0,182844.17970433657,cal,271.5839588517958
6.9888,20180410,0.9831073444748496,25.0,157188.29065949385,93092.02669033068,mlg910,1.0,256385.0558766527,cal,380.8164338510185
6.1312,20180410,0.9678811079021462,25.0,134898.54301834322,93092.02669033068,mlg910,1.0,167226.06531205017,cal,248.38590385591806
4.736,20180410,0.9759997306260262,25.0,156227.4948741354,93092.02669033068,mlg910,1.0,252541.87273521884,cal,375.10803835365635
6.3232,20180410,0.9087830626989865,25.0,166497.30653383667,93092.02669033068,mlg910,1.0,293621.119374024,cal,436.12427877682046
5.247999999999999,20180410,0.97511170867205,25.0,132031.2994513366,93092.02669033068,mlg910,1.0,155757.09104402375,cal,231.3506914651453
3.904000000000001,20180410,0.9699545909102508,25.0,142602.85269793574,93092.02669033068,mlg910,1.0,198043.30403042026,cal,294.15967530190784
4.7104,20180410,0.9688287909858456,25.0,138707.31890415994,91463.72846306744,mlg910,1.0,188974.36176436997,cal,280.6893026206718
4.7488,20180410,0.9795863556801075,25.0,123789.46275290515,91463.72846306744,mlg910,1.0,129302.93715935085,cal,192.05754113522164
6.976,20180410,0.960310333539618,25.0,148984.65973798992,91463.72846306744,mlg910,1.0,230083.7250996899,cal,341.7502762788793
4.7232,20180410,0.9704133516499649,25.0,144448.16488927839,91463.72846306744,mlg910,1.0,211937.74570484378,cal,314.79750737333154
5.7472,20180410,0.984478371765012,25.0,128083.93884655985,91463.72846306744,mlg910,1.0,146480.84153396962,cal,217.5723990999671
7.7568,20180410,0.9272343151231832,25.0,153721.14309985164,91463.72846306744,mlg910,1.0,249029.65854713682,cal,369.8912409960529
6.144,20180410,0.961181424429666,25.0,149916.6944723308,91463.72846306744,mlg910,1.0,233811.86403705343,cal,347.287793160171
9.1904,20180410,0.9879632443889146,25.0,135457.17026303287,91463.72846306744,mlg910,1.0,175973.7671998617,cal,261.3791285425819
3.980800000000001,20180410,0.9724668851676572,25.0,148833.43090541483,91463.72846306744,mlg910,1.0,229478.80976938957,cal,340.85177734695395
6.1696,20180410,0.9292293821776944,25.0,135640.5857109995,98888.75767555716,mlg910,1.0,147007.31214176933,cal,218.3543817264667
4.7616,20180410,0.9576898405961896,25.0,206041.76080164008,98888.75767555716,mlg910,1.0,428612.0125043316,cal,636.6303119715928
5.056,20180410,0.977031184074988,25.0,165269.5295807528,98888.75767555716,mlg910,1.0,265523.08762078255,cal,394.389427211798
4.9792,20180410,0.9749997205230774,25.0,159402.1881320959,98888.75767555716,mlg910,1.0,242053.72182615497,cal,359.5296723945945
4.4416,20180410,0.9721709566078934,25.0,129043.45536439455,98888.75767555716,mlg910,1.0,120618.79075534956,cal,179.15871731998743
6.8736,20180410,0.9019671466468564,25.0,158734.66405302726,98888.75767555716,mlg910,1.0,239383.62550988037,cal,355.5636980372918
4.6592,20180410,0.9738672161896996,25.0,166048.42433658114,98888.75767555716,mlg910,1.0,268638.6666440959,cal,399.01709043102267
4.032,20180410,0.9577803925218472,25.0,141984.74260985805,98888.75767555716,mlg910,1.0,172383.93973720353,cal,256.0470498541593
5.7216,20180410,0.9794441451448876,25.0,143287.80051313931,98907.68166807787,mlg910,1.0,177520.47538024577,cal,263.6765007176022
3.4944,20180410,0.9521468483716716,25.0,145325.55335109893,98907.68166807787,mlg910,1.0,185671.48673208422,cal,275.78344300670216
5.6064,20180410,0.9809282561211868,25.0,171479.0560325664,98907.68166807787,mlg910,1.0,290285.49745795416,cal,431.16977923155787
4.083200000000001,20180410,0.962544009025016,25.0,155504.85022740296,98907.68166807787,mlg910,1.0,226388.67423730035,cal,336.2619061104156
5.5808,20180410,0.9760926162999348,25.0,156055.84876958848,98907.68166807787,mlg910,1.0,228592.66840604244,cal,339.53556493073546
5.12,20180410,0.9771451618572232,25.0,146947.4549957556,98907.68166807787,mlg910,1.0,192159.0933107109,cal,285.41968016199723
5.76,20180410,0.9780431861603816,25.0,133451.33366181562,98907.68166807787,mlg910,1.0,138174.60797495098,cal,205.23490059849078
4.7104,20180410,0.9716498995090276,25.0,165002.1965720241,98907.68166807787,mlg910,1.0,264378.05961578496,cal,392.6886826811476
5.3888,20180410,0.9697239692138612,25.0,146930.20093257827,98907.68166807787,mlg910,1.0,192090.0770580016,cal,285.31716824629825
6.2464,20180410,0.9764987346132707,25.0,166628.9525745535,98907.68166807787,mlg910,1.0,270885.0836259025,cal,402.3537611313833
4.3648,20180410,0.9727366932344104,25.0,159461.2355407835,99595.16869998124,mlg910,1.0,239464.26736320904,cal,355.68347780721155
3.4048000000000003,20180410,0.9371689506301148,25.0,139659.2028826207,99595.16869998124,mlg910,1.0,160256.1367305579,cal,238.03325932472842
